# ========
# captured on: Mon Nov 10 22:26:28 2014
# hostname : euler16
# os release : 2.6.32-358.6.2.el6.x86_64
# perf version : 2.6.32-358.23.2.el6.x86_64.debug
# arch : x86_64
# nrcpus online : 64
# nrcpus avail : 64
# cpudesc : AMD Opteron(TM) Processor 6274 
# cpuid : AuthenticAMD,21,1,2
# total memory : 132151156 kB
# cmdline : /usr/bin/perf record -a -e cache-misses -o rs_32.cache -- ./dress 
# event : name = cache-misses, type = 0, config = 0x3, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, excl_host = 0, excl_guest = 1, precise_ip = 0, id = { 16065, 16066, 16067, 16068, 16069, 16070, 16071, 16072, 16073, 16074, 16075, 16076, 16077, 16078, 16079, 16080, 16081, 16082, 16083, 16084, 16085, 16086, 16087, 16088, 16089, 16090, 16091, 16092, 16093, 16094, 16095, 16096, 16097, 16098, 16099, 16100, 16101, 16102, 16103, 16104, 16105, 16106, 16107, 16108, 16109, 16110, 16111, 16112, 16113, 16114, 16115, 16116, 16117, 16118, 16119, 16120, 16121, 16122, 16123, 16124, 16125, 16126, 16127, 16128 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 855K of event 'cache-misses'
# Event count (approx.): 3258944643
#
# Overhead,Command,Shared Object,Symbol
2.86,          dress,[kernel.kallsyms]          ,[k] 0xffffffffa0304ba1                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2.45,          dress,libc-2.12.so               ,[.] __mcount_internal                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1.46,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::raw_reference<int>::type thrust::raw_reference_cast<int>(int&)                                                                                                                                                                                                                                                                                                                                                                                            
0.35,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, int, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, long>::operator+=(long)                                                                                        
0.35,          dress,libChronoEngine_Parallel.so,[.] thrust::identity<int>::operator()(int const&) const                                                                                                                                                                                                                                                                                                                                                                                                                       
0.35,          dress,libChronoEngine_Parallel.so,[.] real3::real3(float __vector)                                                                                                                                                                                                                                                                                                                                                                                                                                              
0.35,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::normal_iterator<int*>::reference thrust::iterator_core_access::dereference<thrust::detail::normal_iterator<int*> >(thrust::detail::normal_iterator<int*> const&)                                                                                                                                                                                                                                                                                          
0.34,          dress,libc-2.12.so               ,[.] _int_malloc                                                                                                                                                                                                                                                                                                                                                                                                                                                               
0.33,          dress,libChronoEngine_Parallel.so,[.] real3::dot(real3 const&) const                                                                                                                                                                                                                                                                                                                                                                                                                                            
0.32,          dress,libChronoEngine_Parallel.so,[.] float __vector change_sign<0, 1, 1, 1>(float __vector const&)                                                                                                                                                                                                                                                                                                                                                                                                             
0.32,          dress,libChronoEngine_Parallel.so,[.] chrono::collision::RCollision(unsigned int const&, chrono::collision::ConvexShape const&, chrono::collision::ConvexShape const&, int const&, int const&, unsigned int*, real3*, real3*, real3*, float*, float*, int2*, int&)                                                                                                                                                                                                                                              
0.30,        sssd_be,[unknown]                  ,[.] 0x000000330fe894d1                                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.30,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::pointer_traits<int*>::raw_pointer thrust::raw_pointer_cast<int*>(int* const&)                                                                                                                                                                                                                                                                                                                                                                             
0.30,          dress,libChronoEngine_Parallel.so,[.] GetSupportPoint_Cylinder(real3 const&, real3 const&)                                                                                                                                                                                                                                                                                                                                                                                                                      
0.29,          dress,libChronoEngine_Parallel.so,[.] chrono::collision::ChCollisionSystemParallel::Add(chrono::collision::ChCollisionModel*)                                                                                                                                                                                                                                                                                                                                                                                   
0.29,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::tuple_of_iterator_references<int&, int&, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>::tuple_of_iterator_references(thrust::tuple<int&, int&, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type> const&)                                  
0.29,          dress,libChronoEngine_Parallel.so,[.] thrust::access_traits<thrust::tuple_element<1, thrust::detail::cons<int&, thrust::detail::cons<thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, thrust::null_type> > >::type>::const_type thrust::get<1, int&, thrust::detail::cons<thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use
0.28,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::tuple_transform_functor<thrust::detail::tuple_of_iterator_references<int&, thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>, thrust::detail::raw_reference_detail::raw_reference_tuple_helper, thr
0.28,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_adaptor<thrust::detail::normal_iterator<int*>, int*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::dereference() const                                                                                                                                                                                                                                                                       
0.28,          dress,libChronoEngine_Utils.so   ,[.] chrono::utils::AddTorusGeometry(chrono::ChBody*, double, double, int, int, chrono::ChVector<double> const&, chrono::ChQuaternion<double> const&)                                                                                                                                                                                                                                                                                                                          
0.28,          dress,dress                      ,[.] chrono::ChMatrix33<double>::Get_A_quaternion() const                                                                                                                                                                                                                                                                                                                                                                                                                      
0.28,          dress,libChronoEngine_Parallel.so,[.] chrono::ChConstraintRigidRigid::func_Project(int&, int2*, real3*, float*, float*)                                                                                                                                                                                                                                                                                                                                                                                         
0.28,           init,[kernel.kallsyms]          ,[k] 0xffffffff8102de5f                                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.28,          dress,libm-2.12.so               ,[.] __cos                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
0.27,          dress,libc-2.12.so               ,[.] memmove                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
0.27,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_adaptor<thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, int*, int, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, long>::advance(long)                                                                                    
0.27,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::tagged_iterator<thrust::detail::normal_iterator<int*>, thrust::system::omp::detail::par_t>::reference thrust::iterator_core_access::dereference<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<int*>, thrust::system::omp::detail::par_t> >(thrust::detail::tagged_iterator<thrust::detail::normal_iterator<int*>, thrust::system::omp::detail::par_t> const&)                                                                           
0.27,          dress,libc-2.12.so               ,[.] malloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
0.25,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::normal_iterator<unsigned int*>, unsigned int, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, unsigned int&, long>::operator+=(long)                                                                                                                                                                                                                                                                       
0.24,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::normal_iterator<long long*>, long long, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, long long&, long>::operator*() const                                                                                                                                                                                                                                                                               
0.24,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::tuple_of_iterator_references<long long&, thrust::reference<long long, thrust::pointer<long long, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>::tuple_of_iterator_references(thrust::tuple<long long&, thrust::reference<long long, thrust:
0.24,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_adaptor<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<int*>, thrust::system::omp::detail::par_t>, thrust::detail::normal_iterator<int*>, int, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, int&, long>::dereference() const                                                                                                                                                                                
0.23,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::advance_iterator<long> thrust::detail::tuple_impl_specific::tuple_for_each<thrust::tuple<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<int*>, thrust::system::omp::detail::par_t>, thrust::detail::tagged_iterator<thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::system::omp::detail::par_t>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, 
0.23,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::cons<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<int*>, thrust::system::omp::detail::par_t>, thrust::detail::cons<thrust::detail::tagged_iterator<thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::system::omp::detail::par_t>, thrust::null_type> >::get_tail()                                                                                                           
0.23,          dress,libChronoEngine_Parallel.so,[.] _ZN6chrono22ChConstraintRigidRigid10ComputeRHSEv._omp_fn.17                                                                                                                                                                                                                                                                                                                                                                                                               
0.23,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::normal_iterator<long long*>, long long, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, long long&, long>::derived() const                                                                                                                                                                                                                                                                                 
0.23,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_adaptor<thrust::detail::tagged_iterator<thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::system::omp::detail::par_t>, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, int, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust
0.22,          dress,libChronoEngine_Parallel.so,[.] void thrust::system::detail::internal::scalar::detail::radix_sort<8u, true, thrust::detail::normal_iterator<unsigned int*>, thrust::detail::normal_iterator<thrust::pointer<unsigned int, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default> >, thrust::detail::normal_iterator<unsigned int*>, thrust::detail::normal_iterator<thrust::pointer<unsigned int, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default> > >(thr
0.22,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_adaptor<thrust::detail::normal_iterator<real3*>, real3*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::dereference() const                                                                                                                                                                                                                                                                   
0.22,          dress,dress                      ,[.] thrust::iterator_facade<thrust::detail::normal_iterator<float*>, float, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, float&, long>::operator[](long) const                                                                                                                                                                                                                                                                                      
0.22,          dress,libChronoEngine_Parallel.so,[.] int& thrust::detail::get_class<0>::get<int&, int&, thrust::null_type>(thrust::detail::cons<int&, thrust::null_type>&)                                                                                                                                                                                                                                                                                                                                                     
0.22,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::advance_iterator<long> thrust::detail::tuple_impl_specific::tuple_for_each<thrust::detail::cons<thrust::detail::tagged_iterator<thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::system::omp::detail::par_t>, thrust::null_type>, thrust::detail::advance_iterator<long>, thrust::system::omp::detail::par_t>(thrust::detail::cons<thrust::detail::tagged_iterator<thrust::pointer<int, thrust:
0.22,          dress,libChronoEngine_Parallel.so,[.] void thrust::iterator_core_access::increment<thrust::detail::normal_iterator<int*> >(thrust::detail::normal_iterator<int*>&)                                                                                                                                                                                                                                                                                                                                              
0.21,          dress,libChronoEngine_Parallel.so,[.] cross(real3 const&, real3 const&)                                                                                                                                                                                                                                                                                                                                                                                                                                         
0.21,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, int, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, long>::derived() const                                                                                         
0.21,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<long long*>, thrust::system::omp::detail::par_t>, long long, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, long long&, long>::operator*() const                                                                                                                                                                                                        
0.20,          dress,dress                      ,[.] real3::real3(float, float, float)                                                                                                                                                                                                                                                                                                                                                                                                                                         
0.20,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::cons<int&, thrust::detail::cons<int&, thrust::null_type> >::cons<int, int, thrust::null_type const, thrust::null_type const, thrust::null_type const, thrust::null_type const, thrust::null_type const, thrust::null_type const, thrust::null_type const, thrust::null_type const>(int&, int&, thrust::null_type const&, thrust::null_type const&, thrust::null_type const&, thrust::null_type const&, thrust::null_type const&, thrust::null_type const&,
0.20,          dress,libChronoEngine_Parallel.so,[.] real3::operator-() const                                                                                                                                                                                                                                                                                                                                                                                                                                                  
0.20,          dress,libChronoEngine_Parallel.so,[.] int& thrust::detail::get_class<0>::get<int&, int&, thrust::detail::cons<int&, thrust::null_type> >(thrust::detail::cons<int&, thrust::detail::cons<int&, thrust::null_type> >&)                                                                                                                                                                                                                                                                                           
0.20,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<int*>, thrust::system::omp::detail::par_t>, int, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, int&, long>::derived() const                                                                                                                                                                                                                            
0.20,          dress,libChronoEngine_Parallel.so,[.] thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>::dereference() const                                                                                                                                                                                                                                                                                                                                                   
0.19,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_adaptor<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<long long*>, thrust::system::omp::detail::par_t>, thrust::detail::normal_iterator<long long*>, long long, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, long long&, long>::dereference() const                                                                                                                                                        
0.19,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust6detail14pointer_traitsIPiE3getES2_@plt                                                                                                                                                                                                                                                                                                                                                                                                                         
0.19,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::normal_iterator<long long*>, long long, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, long long&, long>::operator+=(long)                                                                                                                                                                                                                                                                                
0.18,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::pointer<long long, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, long long, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, thrust::reference<long long, thrust::pointer<long long, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, long>::derived()                                                                       
